,Unnamed: 0,Datetime,Tweet Id,Text,Username,Clean,Language
1873,13,2023-01-28 06:15:05+00:00,1619217481767485441,"NEW OIL PRICE HIKE

Another round of oil price increases will take effect on Tuesday, 31 January. 

⬆️ LPG: P8 to P9/kg
⬆️ Diesel: P0.70 to P1/liter
⬆️ Gasoline: P1.20 to P1.50/liter
⬆️ Kerosene: P1.10 to P1.40/liter 

#OilPriceHike 
#DailyTribune https://t.co/XLwr05Be9N",tribunephl,NEW OIL PRICE HIKEAnother round oil price increases effect Tuesday January LPG: P8 P9/kg Diesel: P0 70 P1/liter Gasoline: P1 20 P1 50/liter Kerosene: P1 10 P1 40/liter,en
1874,14,2023-01-28 06:15:04+00:00,1619217474209325056,"NEW OIL PRICE HIKE

Another round of oil price increases will take effect on Tuesday, 31 January. 

⬆️ LPG: P8 to P9/kg
⬆️ Diesel: P0.70 to P1/liter
⬆️ Gasoline: P1.20 to P1.50/liter
⬆️ Kerosene: P1.10 to P1.40/liter 

#OilPriceHike 
#DailyTribune https://t.co/jYB36oiBo0",cnc_tribunephl,NEW OIL PRICE HIKEAnother round oil price increases effect Tuesday January LPG: P8 P9/kg Diesel: P0 70 P1/liter Gasoline: P1 20 P1 50/liter Kerosene: P1 10 P1 40/liter,en
1875,15,2023-01-28 03:13:54+00:00,1619171881835446272,"HEADS UP!

Another round of oil price hike is expected next week based on Jan 23-27 trading, according to an oil industry source:

The estimated possible pump price adjustments are as follows:

Diesel - P0.60 - P0.80 per liter
Gasoline - P1.20 - P1.40 per liter | via @Ted_Cordero https://t.co/xW8O1NpaaD",gmanews,HEADS UP Another round oil price hike expected week based Jan -27 trading according oil industry source:The estimated possible pump price adjustments followsiesel - P0 60 - P0 80 literGasoline - P1 20 - P1 40 liter,en
1876,16,2023-01-28 01:05:52+00:00,1619139664203374592,"3rd straight week of fuel price hike up 

READ MORE:
https://t.co/aDtMLO86AZ https://t.co/qvsxPeUPZR",MlaStandard,rd straight week fuel price hike READ MORE:,en
1877,17,2023-01-27 20:20:33+00:00,1619067859682078720,"Cebu's localized thunderstorms; PCG saves Chinese fishermen; Oil price hike on Tuesday; Philippine economy slows down in 2023; Covid-19 cases; PSA fails 2022 National ID target; AFP court martial for Gen. Durante; and PBA, NBA updates. https://t.co/94ga18Nuno",leolasty,Cebu's localized thunderstorms PCG saves Chinese fishermen Oil price hike Tuesday Philippine economy slows Covid-19 cases PSA fails National ID target AFP court martial Gen Durante PBA NBA updates,en
1878,18,2023-01-27 12:40:59+00:00,1618952208997023744,Tata Motors to hike car prices from Feb https://t.co/4PxoAjoMr9 #TataMotors #cars #PriceHike,FortuneIndia,Tata Motors hike car prices Feb,en
1879,19,2023-01-27 08:58:27+00:00,1618896203328131072,"Humid Cebu; LPA death toll reaches 40; Another oil price hike on Tuesday; 25 million SIM cards registered; Comelec has printed 15% of BSKE ballots; Marcos urged to cooperate with ICC on Duterte probe; and NBA, Australian Open updates. https://t.co/7v4WZUX6Ja",leolasty,Humid Cebu LPA death toll reaches Another oil price hike Tuesday million SIM cards registered Comelec printed BSKE ballots Marcos urged cooperate ICC Duterte probe NBA Australian Open updates,en
1880,20,2023-01-26 13:34:16+00:00,1618603229314678787,"CONVERSE KOREA SALE
Up to 10%-45% off!

Pasabuy rate: Price in kr won x 0.047 + ₱350=ALL IN PRICE

DM us for the link

runstar hike
chuck taylor all star
chuck 70
chuck mule

📌DOP 50% downpayment to secure
Remaining balance after 10days
🚚ETA 3-4 weeks after ship out from Korea https://t.co/GSIumGIbVd",KzoneShop,CONVERSE KOREA SALEUp -45 Pasabuy rate: Price kr won x + =ALL IN PRICEDM linkrunstar hikechuck taylor starchuck chuck muleDOP downpayment secureRemaining balance daysETA -4 weeks ship Korea,en
1881,21,2023-01-26 11:28:23+00:00,1618571550223142913,"@_VALKlNG Where the light, fuel, election palava, food price hike etc",Ayo_dayjy,Where light fuel election palava food price hike etc,en
1884,24,2023-01-25 17:05:28+00:00,1618293992546004993,Covid-19 vaccine price hike https://t.co/hNQoWwHe4m,Rextituts,Covid-19 vaccine price hike,en
1885,25,2023-01-24 23:08:49+00:00,1618023042642477057,Yes but it still refuses to apologise for subscription price hike,myta_is_mobile,Yes refuses apologise subscription price hike,en
1889,29,2023-01-24 04:12:16+00:00,1617737021732315136,"FUEL ADVISORY: Oil price hike effective today, Tuesday, Jan. 24. https://t.co/XCglcdHthq",PTVph,FUEL ADVISORY: Oil price hike effective today Tuesday Jan,en
1892,32,2023-01-23 22:15:30+00:00,1617647236518739971,Oil companies are implementing a hefty price hike in pump prices on Tuesday. https://t.co/EnIzHv1EXX https://t.co/jt1GmMx3Vk,PhilippineStar,Oil companies implementing hefty price hike pump prices Tuesday,en
1893,33,2023-01-23 21:45:00+00:00,1617639560862654489,"After weeks of tamed price movements, motorists should brace for another big-time oil price hike starting today, 24 January.

Full story: https://t.co/z5IzS5Os28",tribunephl,After weeks tamed price movements motorists brace big-time oil price hike starting today January Full story:,en
1894,34,2023-01-23 21:32:04+00:00,1617636307009949696,"Rainy Cebu, weather improves tomorrow, Wednesday; Huge oil price hike today; Covid-19 cases; Teacher to be imprisoned for child abuse; Bohol mayor's jail sentence for falsification; Phil. diplomatic protests against China on WPS; and NBA updates. https://t.co/ofzM5klAJ5",leolasty,Rainy Cebu weather improves tomorrow Wednesday Huge oil price hike today Covid-19 cases Teacher imprisoned child abuse Bohol mayor's jail sentence falsification Phil diplomatic protests China WPS NBA updates,en
1895,35,2023-01-23 14:18:26+00:00,1617527177947525120,"Big-time oil price hike to take effect on Jan. 24
https://t.co/OQYpubsRqa",ABSCBNNews,Big-time oil price hike effect Jan,en
1896,36,2023-01-23 14:14:05+00:00,1617526084769296397,"Another big-time oil price hike &amp; more in today's Top 5 in 30 seconds (Jan 23, 2023) https://t.co/UZ4DpKms7q",ABSCBNNews,Another big-time oil price hike today's Top seconds (Jan ),en
1897,37,2023-01-23 13:45:22+00:00,1617518859938041858,"Public transport drivers fear a big loss of income for them as the new oil price hike will take effect tomorrow, January 24. More than P2.00 per liter will be added to the price of petroleum products.

https://t.co/Mf5Wh0UKIF",UNTVNewsRescue,Public transport drivers fear big loss income new oil price hike effect tomorrow January More P2 00 liter added price petroleum products,en
1899,39,2023-01-23 11:56:00+00:00,1617491336416071685,"@lauramoon134340 Wait, ang price hike or ang belgian waffle? 😂🤣 kay naa clay smores thing which is not bad, it's actually quite ok. Hahhahahaha, but the price hike kay yea... hahahhahaa",m3r0k0,Wait price hike belgian waffle kay naa clay smores thing bad it's actually ok Hahhahahaha price hike kay yea hahahhahaa,en
1901,41,2023-01-23 09:36:25+00:00,1617456209799565316,"US inflation shows price pressures are easing, yet in an environment of a strong jobs market, the Federal Reserve will be wary of calling the top in interest rates. A 25bp hike in February is likely with a further 25bp in March. Inflation will slow even more meaningfully in 2Q. https://t.co/UEHbB7mmKj",UpstreamCharlie,US inflation shows price pressures easing environment strong jobs market Federal Reserve wary calling interest rates A bp hike February likely bp March Inflation slow meaningfully Q,en
1903,43,2023-01-23 09:04:29+00:00,1617448170635812864,Cebu rains due to LPA trough; LPA death toll reaches 35; Huge oil price hike; House names alleged agri smugglers; Sen. Mark Villar copied House version of Maharlika fund bill; and NBA updates. https://t.co/sosgJVetW9,leolasty,Cebu rains LPA trough LPA death toll reaches Huge oil price hike House names alleged agri smugglers Sen Mark Villar copied House version Maharlika fund bill NBA updates,en
1908,48,2023-01-23 05:20:31+00:00,1617391806928543750,"FUEL PRICE HIKE TOMORROW

Oil firms have announced higher fuel prices by tomorrow, Tuesday, 24 January: 

Gasoline: P2.80/liter
Diesel: P2.25/liter
Kerosene: P2.40/liter 

#OilPriceHike 
#DailyTribune https://t.co/fBW0u6tqkh",cnc_tribunephl,FUEL PRICE HIKE TOMORROWOil firms announced higher fuel prices tomorrow Tuesday January: Gasoline: P2 80/literDiesel: P2 25/literKerosene: P2 40/liter,en
1909,49,2023-01-23 05:20:26+00:00,1617391787420835840,"FUEL PRICE HIKE TOMORROW

Oil firms have announced higher fuel prices by tomorrow, Tuesday, 24 January: 

Gasoline: P2.80/liter
Diesel: P2.25/liter
Kerosene: P2.40/liter 

#OilPriceHike 
#DailyTribune https://t.co/oe1dhy5TMM",tribunephl,FUEL PRICE HIKE TOMORROWOil firms announced higher fuel prices tomorrow Tuesday January: Gasoline: P2 80/literDiesel: P2 25/literKerosene: P2 40/liter,en
1910,50,2023-01-23 04:00:30+00:00,1617371672297848834,"Big-time oil price hike to take effect on Jan. 24 

https://t.co/OQYpubsjAC",ABSCBNNews,Big-time oil price hike effect Jan,en
1911,51,2023-01-23 03:45:24+00:00,1617367872308740097,"JUST IN: Oil firms will implement a big-time fuel price hike this Tuesday (Jan. 24):

Gasoline - P2.80/L ⬆️
Diesel - P2.25/L ⬆️
Kerosene - P2.40/L ⬆️

| via @jordeenelagare /PDI https://t.co/Alxa2dEs85",inquirerdotnet,JUST IN: Oil firms implement big-time fuel price hike Tuesday (Jan ):Gasoline - P2 80/L Diesel - P2 25/L Kerosene - P2 40/L /PDI,en
1912,52,2023-01-23 03:39:22+00:00,1617366351814987776,"Oil firms will implement a big-time fuel price hike this Tuesday (Jan. 24):

Gasoline - P2.80/L ⬆️
Diesel - P2.25/L ⬆️
Kerosene - P2.40/L ⬆️

@InquirerBiz",jordeenelagare,Oil firms implement big-time fuel price hike Tuesday (Jan ):Gasoline - P2 80/L Diesel - P2 25/L Kerosene - P2 40/L,en
1913,53,2023-01-23 03:10:55+00:00,1617359194566561792,"‼️⛽️GAS UP TODAY, Southies⛽️‼️

Oil price increases taking effect tomorrow, 2023 Jan. 24, 6am:

⛽️ Gasoline  P2.80/L ⬆️ (increase)
⛽️ Kerosene P2.40/L ⬆️ (increase)
⛽️ Diesel  P2.25/L⬆️ (increase)

🗣️ @alvinelchico 

#SouthSnippets #SouthAlerts #OilPrice #PriceWatch #PriceHike https://t.co/gUbnH4ONUQ",SouthSnippets,GAS UP TODAY SouthiesOil price increases taking effect tomorrow Jan am: Gasoline P2 80/L (increase) Kerosene P2 40/L (increase) Diesel P2 25/L (increase),en
1918,58,2023-01-22 21:33:08+00:00,1617274188204748800,"LPA trough affects Cebu; Gale warning over eastern Visayan, Mindanao seaboards; Huge oil price hike; Covid-19 cases; Sinulog sa Carmen winners; and PBA and NBA updates. https://t.co/cSnHqQ9QiJ",leolasty,LPA trough affects Cebu Gale warning eastern Visayan Mindanao seaboards Huge oil price hike Covid-19 cases Sinulog Carmen winners PBA NBA updates,en
1919,59,2023-01-22 16:28:47+00:00,1617197594681245696,Another huge oil price hike expected this coming Tuesday https://t.co/CiQXOmUIKU,cjmagowan,Another huge oil price hike expected comingTuesday,en
